date,id_bike,trip_time,distance,max_speed,velocity,odo,ride_time
2019-10-01,1,0.703333333333333,21.36,41,30.3696682464455,21.36,0.703333333333333
2019-10-02,1,0.819444444444444,26.12,43.3,31.8752542372882,47.48,1.52277777777778
2019-10-03,1,0.323333333333333,5.58,38,17.2577319587629,53.06,1.84611111111111
2019-10-05,1,0.557777777777778,17.18,42.4,30.800796812749,70.24,2.40388888888889
2019-10-07,1,1.05,31.01,42.2,29.5333333333333,101.25,3.45388888888889
2019-10-16,1,1.27611111111111,29.5,43.8,23.1171092729648,130.75,4.73
2019-10-17,1,1.55166666666667,28.44,53,18.328678839957,159.19,6.28166666666667
2019-10-25,1,1.01305555555556,19.89,38.8,19.6336715108307,179.08,7.29472222222223
2019-10-31,1,0.931111111111111,29.61,43.7,31.8007159904535,208.69,8.22583333333334
2019-11-02,1,0.369166666666667,6.75,34.7,18.2844243792325,215.44,8.59500000000001
2019-11-05,1,0.520277777777778,15.54,40.8,29.8686599038975,230.98,9.11527777777778
2019-11-11,1,2.48916666666667,47.12,63.4,18.9300301305658,278.1,11.6044444444445
2019-11-17,1,2.73277777777778,58.04,67.8,21.2384631022565,336.14,14.3372222222222
2019-11-24,1,0.185555555555556,2.94,25.5,15.8443113772455,339.08,14.5227777777778
2019-11-25,1,0.415277777777778,6.91,37.9,16.6394648829431,345.99,14.9380555555556
2019-11-26,1,1.16305555555556,21.68,40.9,18.6405540960114,367.67,16.1011111111111
2019-11-27,1,0.850277777777778,16.17,41.3,19.0173146030709,383.84,16.9513888888889
